#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,DateCollected
94.0,Réunion,486588,,921.0,,418572,,67095,10,535854.0,1014.0,1603660.0,1766027.0,908061.0,Africa,28-02-2023
95.0,Honduras,472116,,11111.0,,-,-,-,105,46190.0,1087.0,1633222.0,159787.0,10221247.0,North America,28-02-2023
96.0,Armenia,446819,,8721.0,,435162,,2936,,150345.0,2934.0,3242901.0,1091164.0,2971966.0,Asia,28-02-2023
97.0,Bosnia and Herzegovina,401575,,16278.0,,379084,,6213,,123588.0,5010.0,1884721.0,580036.0,3249317.0,Europe,28-02-2023
98.0,Oman,399449,,4628.0,,384669,,10152,2,75028.0,869.0,25000000.0,4695724.0,5323993.0,Asia,28-02-2023
99.0,North Macedonia,346852,,9662.0,,337068,,122,,166651.0,4642.0,2226216.0,1069626.0,2081304.0,Europe,28-02-2023
100.0,Zambia,343012,48.0,4057.0,,338660,+15,295,,17617.0,208.0,3934010.0,202053.0,19470234.0,Africa,28-02-2023
101.0,Kenya,342912,,5688.0,,337198,,26,1,6100.0,101.0,3967062.0,70569.0,56215221.0,Africa,28-02-2023
102.0,Albania,334391,11.0,3596.0,,329145,+5,1650,,116660.0,1255.0,1941032.0,677173.0,2866374.0,Europe,28-02-2023
103.0,Botswana,329727,,2801.0,,326868,,58,1,135070.0,1147.0,2026898.0,830300.0,2441162.0,Africa,28-02-2023
104.0,Luxembourg,297757,,1133.0,,288991,,7633,,463528.0,1764.0,4412567.0,6869188.0,642371.0,Europe,28-02-2023
105.0,Montenegro,288280,83.0,2804.0,,284712,+108,764,6,459081.0,4465.0,2716902.0,4326622.0,627950.0,Europe,28-02-2023
106.0,Brunei,278698,,225.0,,243601,,34872,,625682.0,505.0,717784.0,1611437.0,445431.0,Asia,28-02-2023
107.0,Algeria,271441,1.0,6881.0,,182793,+2,81767,,5985.0,152.0,230861.0,5091.0,45350148.0,Africa,28-02-2023
108.0,Nigeria,266593,,3155.0,,259850,,3588,11,1230.0,15.0,5708974.0,26339.0,216746934.0,Africa,28-02-2023
109.0,Zimbabwe,263921,,5663.0,,257205,,1053,12,17214.0,369.0,2525756.0,164744.0,15331428.0,Africa,28-02-2023
110.0,Uzbekistan,250932,,1637.0,,241486,,7809,23,7298.0,48.0,1377915.0,40077.0,34382084.0,Asia,28-02-2023
111.0,Mozambique,233098,,2242.0,,228805,,2051,11,7044.0,68.0,1371127.0,41437.0,33089461.0,Africa,28-02-2023
112.0,Martinique,229807,,1098.0,,-,-,-,12,614314.0,2935.0,828928.0,2215870.0,374087.0,North America,28-02-2023
113.0,Laos,218015,,758.0,,-,-,-,,29142.0,101.0,1233207.0,164845.0,7481023.0,Asia,28-02-2023
114.0,Afghanistan,209323,17.0,7896.0,,191011,+201,10416,45,5136.0,194.0,1200420.0,29455.0,40754388.0,Asia,28-02-2023
115.0,Iceland,209093,94.0,229.0,,-,-,-,2,605377.0,663.0,1996384.0,5780036.0,345393.0,Europe,28-02-2023
116.0,Kyrgyzstan,206633,,2991.0,,196406,,7236,131,30711.0,445.0,1907195.0,283460.0,6728271.0,Asia,28-02-2023
117.0,Guadeloupe,201852,,1010.0,,-,-,-,19,504890.0,2526.0,938039.0,2346306.0,399794.0,North America,28-02-2023
118.0,El Salvador,201785,,4230.0,,179410,,18145,8,30805.0,646.0,2610114.0,398467.0,6550389.0,North America,28-02-2023
119.0,Trinidad and Tobago,189296,559.0,4347.0,8.0,184553,+190,396,8,134578.0,3090.0,898169.0,638546.0,1406585.0,North America,28-02-2023
120.0,Maldives,185732,,311.0,,163687,,21734,25,343322.0,575.0,2213831.0,4092223.0,540985.0,Asia,28-02-2023
121.0,Ghana,171172,,1462.0,,169697,,13,2,5284.0,45.0,2529956.0,78096.0,32395450.0,Africa,28-02-2023
122.0,Namibia,171156,35.0,4090.0,,166776,+87,290,,64983.0,1553.0,1062663.0,403460.0,2633874.0,Africa,28-02-2023
123.0,Uganda,170504,,3630.0,,100431,,66443,3,3520.0,75.0,3012408.0,62198.0,48432863.0,Africa,28-02-2023
124.0,Jamaica,154196,,3502.0,,102393,,48301,,51655.0,1173.0,1183986.0,396633.0,2985094.0,North America,28-02-2023
125.0,Cambodia,138717,2.0,3056.0,,135656,+4,5,,8080.0,178.0,3091420.0,180062.0,17168639.0,Asia,28-02-2023
126.0,Rwanda,133180,,1468.0,,131634,,78,,9792.0,108.0,6021981.0,442778.0,13600464.0,Africa,28-02-2023
127.0,Cameroon,124392,,1965.0,,122344,,83,13,4457.0,70.0,1751774.0,62762.0,27911548.0,Africa,28-02-2023
128.0,Malta,117477,,827.0,,116028,,622,4,264568.0,1862.0,2117102.0,4767893.0,444033.0,Europe,28-02-2023
129.0,Barbados,106645,,575.0,,106057,,13,,370266.0,1996.0,794426.0,2758203.0,288023.0,North America,28-02-2023
130.0,Angola,105255,,1933.0,,103298,,24,,3005.0,55.0,1499795.0,42818.0,35027343.0,Africa,28-02-2023
131.0,Channel Islands,101382,62.0,227.0,,101029,+54,126,,574523.0,1286.0,1252808.0,7099551.0,176463.0,Europe,28-02-2023
132.0,French Guiana,98041,,420.0,,11254,,86367,6,312065.0,1337.0,651257.0,2072951.0,314169.0,South America,28-02-2023
133.0,DRC,95646,,1464.0,,84282,,9900,,1004.0,15.0,846704.0,8890.0,95240792.0,Africa,28-02-2023
134.0,Senegal,88917,,1971.0,,86938,,8,,5037.0,112.0,1146543.0,64946.0,17653671.0,Africa,28-02-2023
135.0,Malawi,88681,,2686.0,,85542,,453,67,4394.0,133.0,624784.0,30959.0,20180839.0,Africa,28-02-2023
136.0,Ivory Coast,88197,12.0,834.0,,87327,+14,36,,3179.0,30.0,1679087.0,60524.0,27742298.0,Africa,28-02-2023
137.0,Suriname,82227,,1400.0,,-,-,-,,137773.0,2346.0,240907.0,403644.0,596831.0,South America,28-02-2023
138.0,New Caledonia,79881,5.0,314.0,,79558,+1,9,9,274585.0,1079.0,98964.0,340182.0,290915.0,Australia/Oceania,28-02-2023
139.0,French Polynesia,77957,,649.0,,-,-,-,7,274338.0,2284.0,,,284164.0,Australia/Oceania,28-02-2023
140.0,Eswatini,74199,,1423.0,,72726,,50,,62625.0,1201.0,1048704.0,885119.0,1184817.0,Africa,28-02-2023
141.0,Guyana,73069,3.0,1298.0,,71752,+10,19,,92021.0,1635.0,721841.0,909068.0,794045.0,South America,28-02-2023
142.0,Belize,70757,,688.0,,70056,,13,6,171661.0,1669.0,576016.0,1397453.0,412190.0,North America,28-02-2023
143.0,Fiji,68889,,883.0,,66850,,1156,,75747.0,971.0,668445.0,734986.0,909466.0,Australia/Oceania,28-02-2023
144.0,Madagascar,67865,,1422.0,,66433,,10,,2326.0,49.0,525461.0,18009.0,29178077.0,Africa,28-02-2023
145.0,Sudan,63787,,5011.0,,58438,,338,,1387.0,109.0,562941.0,12240.0,45992020.0,Africa,28-02-2023
146.0,Mauritania,63667,,997.0,,62439,,231,,12988.0,203.0,1009957.0,206030.0,4901981.0,Africa,28-02-2023
147.0,Cabo Verde,63244,1.0,413.0,,62771,+1,60,23,111408.0,728.0,401622.0,707482.0,567678.0,Africa,28-02-2023
148.0,Bhutan,62620,,21.0,,61564,,1035,,79473.0,27.0,2303734.0,2923739.0,787941.0,Asia,28-02-2023
149.0,Syria,57467,,3164.0,,54303,,0,,2968.0,163.0,146269.0,7553.0,19364809.0,Asia,28-02-2023
150.0,Burundi,53631,,38.0,,53569,,24,,4248.0,3.0,345742.0,27386.0,12624840.0,Africa,28-02-2023
151.0,Seychelles,50665,,172.0,,50440,,53,,509575.0,1730.0,,,99426.0,Africa,28-02-2023
152.0,Gabon,48981,,306.0,,48674,,1,,21008.0,131.0,1621909.0,695641.0,2331533.0,Africa,28-02-2023
153.0,Andorra,47866,,165.0,,47563,,138,14,617921.0,2130.0,249838.0,3225256.0,77463.0,Europe,28-02-2023
154.0,Papua New Guinea,46792,,670.0,,43982,,2140,7,5036.0,72.0,249149.0,26813.0,9292169.0,Australia/Oceania,28-02-2023
155.0,Curaçao,45986,,295.0,,44720,,971,3,277812.0,1782.0,496693.0,3000640.0,165529.0,North America,28-02-2023
156.0,Aruba,44026,,236.0,,42438,,1352,2,409129.0,2193.0,177885.0,1653068.0,107609.0,North America,28-02-2023
157.0,Tanzania,42823,,846.0,,-,-,-,7,677.0,13.0,,,63298550.0,Africa,28-02-2023
158.0,Mayotte,42004,,188.0,,-,-,-,,146734.0,657.0,176919.0,618038.0,286259.0,Africa,28-02-2023
159.0,Mauritius,41717,,1043.0,,40012,,662,,32726.0,818.0,358675.0,281374.0,1274727.0,Africa,28-02-2023
160.0,Togo,39377,,290.0,,39074,,13,,4536.0,33.0,808297.0,93113.0,8680837.0,Africa,28-02-2023
161.0,Guinea,38267,,467.0,,37757,,43,8,2760.0,34.0,660107.0,47607.0,13865691.0,Africa,28-02-2023
162.0,Isle of Man,38008,,116.0,,-,-,-,,443335.0,1353.0,150753.0,1758422.0,85732.0,Europe,28-02-2023
163.0,Bahamas,37491,,833.0,,36366,,292,1,93607.0,2080.0,257839.0,643767.0,400516.0,North America,28-02-2023
164.0,Lesotho,34790,,723.0,,25980,,8087,,15990.0,332.0,431221.0,198199.0,2175699.0,Africa,28-02-2023
165.0,Faeroe Islands,34658,,28.0,,-,-,-,5,703959.0,569.0,778000.0,15802409.0,49233.0,Europe,28-02-2023
166.0,Haiti,34143,,860.0,,33044,,239,,2923.0,74.0,132422.0,11337.0,11680283.0,North America,28-02-2023
167.0,Mali,33018,16.0,743.0,,32107,+17,168,,1538.0,35.0,795705.0,37055.0,21473764.0,Africa,28-02-2023
168.0,Cayman Islands,31472,,37.0,,8553,,22882,1,467797.0,550.0,222773.0,3311280.0,67277.0,North America,28-02-2023
169.0,Saint Lucia,30004,,409.0,,29095,,500,,162085.0,2209.0,210983.0,1139752.0,185113.0,North America,28-02-2023
170.0,Benin,27990,,163.0,,27825,,2,,2189.0,13.0,604310.0,47268.0,12784726.0,Africa,28-02-2023
171.0,Somalia,27324,,1361.0,,13182,,12781,,1622.0,81.0,400466.0,23778.0,16841795.0,Africa,28-02-2023
172.0,Congo,25375,,386.0,,24006,,983,,4377.0,67.0,347815.0,59991.0,5797805.0,Africa,28-02-2023
173.0,Solomon Islands,24575,,153.0,,-,-,-,1,34077.0,212.0,,,721159.0,Australia/Oceania,28-02-2023
174.0,Micronesia,23948,,61.0,,-,-,-,1,203832.0,519.0,54967.0,467848.0,117489.0,Australia/Oceania,28-02-2023
175.0,San Marino,23577,6.0,122.0,,23276,,179,4,691712.0,3579.0,157634.0,4624732.0,34085.0,Europe,28-02-2023
176.0,Timor-Leste,23418,,138.0,,23102,,178,,17101.0,101.0,278529.0,203391.0,1369429.0,Asia,28-02-2023
177.0,Burkina Faso,22056,,396.0,,21596,,64,,998.0,18.0,248995.0,11265.0,22102838.0,Africa,28-02-2023
178.0,Liechtenstein,21421,8.0,89.0,,21294,+1,38,3,558027.0,2318.0,112457.0,2929559.0,38387.0,Europe,28-02-2023
179.0,Gibraltar,20423,,111.0,,16579,,3733,,605952.0,3293.0,534283.0,15852213.0,33704.0,Europe,28-02-2023
180.0,Grenada,19680,,238.0,,19358,,84,4,173430.0,2097.0,182981.0,1612523.0,113475.0,North America,28-02-2023
181.0,Bermuda,18799,,160.0,,18632,,7,,303508.0,2583.0,1027337.0,16586270.0,61939.0,North America,28-02-2023
182.0,Nicaragua,18491,,225.0,,4225,,14041,,2728.0,33.0,,,6779100.0,North America,28-02-2023
183.0,South Sudan,18368,,138.0,,18115,,115,1,1581.0,12.0,410280.0,35313.0,11618511.0,Africa,28-02-2023
184.0,Tajikistan,17786,,125.0,,17264,,397,,1786.0,13.0,,,9957464.0,Asia,28-02-2023
185.0,Equatorial Guinea,17229,,183.0,,16907,,139,5,11512.0,122.0,365697.0,244342.0,1496662.0,Africa,28-02-2023
186.0,Tonga,16801,,13.0,,15638,,1150,,155927.0,121.0,535009.0,4965327.0,107749.0,Australia/Oceania,28-02-2023
187.0,Samoa,16607,,29.0,,1605,,14973,,82116.0,143.0,187397.0,926612.0,202239.0,Australia/Oceania,28-02-2023
188.0,Monaco,16106,,67.0,,15992,,47,4,404846.0,1684.0,78646.0,1976875.0,39783.0,Europe,28-02-2023
189.0,Dominica,15760,,74.0,,15673,,13,,217848.0,1023.0,229344.0,3170187.0,72344.0,North America,28-02-2023
190.0,Djibouti,15690,,189.0,,15427,,74,,15441.0,186.0,305941.0,301094.0,1016097.0,Africa,28-02-2023
191.0,Marshall Islands,15598,,17.0,,15528,,53,,259720.0,283.0,,,60057.0,Australia/Oceania,28-02-2023
192.0,CAR,15368,,113.0,,15200,,55,2,3063.0,23.0,81294.0,16205.0,5016678.0,Africa,28-02-2023
193.0,Gambia,12586,,372.0,,12189,,25,,4919.0,145.0,155686.0,60851.0,2558482.0,Africa,28-02-2023
194.0,Saint Martin,12257,,63.0,,1399,,10795,7,308507.0,1586.0,112382.0,2828643.0,39730.0,North America,28-02-2023
195.0,Vanuatu,12014,,14.0,,11976,,24,,37330.0,44.0,24976.0,77606.0,321832.0,Australia/Oceania,28-02-2023
196.0,Greenland,11971,,21.0,,2761,,9189,4,210117.0,369.0,164926.0,2894810.0,56973.0,North America,28-02-2023
197.0,Yemen,11945,,2159.0,,9124,,662,23,383.0,69.0,329592.0,10579.0,31154867.0,Asia,28-02-2023
198.0,Caribbean Netherlands,11672,,38.0,,10476,,1158,,438023.0,1426.0,30126.0,1130559.0,26647.0,North America,28-02-2023
199.0,Sint Maarten,11016,,91.0,,10905,,20,-,250557.0,2070.0,62056.0,1411454.0,43966.0,North America,28-02-2023
200.0,Eritrea,10189,,103.0,,10086,,0,,2782.0,28.0,23693.0,6470.0,3662244.0,Africa,28-02-2023
201.0,Niger,9931,,312.0,,8890,,729,1,381.0,12.0,254538.0,9759.0,26083660.0,Africa,28-02-2023
202.0,St. Vincent Grenadines,9589,,123.0,,9466,,0,,85961.0,1103.0,113703.0,1019292.0,111551.0,North America,28-02-2023
